open_kokushi	우는 국사무쌍	kokushi|call|yakuman|terminal	anti:	antiIds:	conflicts:	(상시) 서로 다른 요구패 3장(1만1통1삭 · 9만9통9삭 · 백발중 · 동남서북 중 3패)을 퐁해 국사를 완성할 수 있다. 이 퐁을 하면 그 국은 국사무쌍으로만 화료할 수 있다.
broken_wall	끝없는 윤회	shape|terminal	anti:	antiIds:	conflicts:	(상시) 슌쯔가 원을 그리며 순환한다 — 8-9-1, 9-1-2도 하나의 몸통으로 인정된다. 증강의 숫자 이동도 1↔9로 순환한다.
seat_swap	자리 바꿈	disrupt|dealer	anti:	antiIds:	conflicts:	(동풍전 2회 · 반장전 3회 · 매 국 1회) 첫 순에 상대 한 명을 지정해 자리와 손패를 통째로 맞바꾼다 — 자풍·오야·차례에 후로까지 넘어온다. 리치를 선언한 상대는 지정할 수 없다.
future_sight	미래를 보는 자	hand_edit|wall_info	anti:	antiIds:	conflicts:	(3순에 1회) 손패에서 무작위 3장이 뽑히고, 버릴 1장을 고르면 나머지 2장은 패산 맨 밑으로 가고 3장을 새로 받는다. 교환할 때마다 층이 쌓여 화료하면 층 하나당 +1판이 붙는다.
bottom_deal	밑장빼기	wall_info|tempo	anti:	antiIds:	conflicts:	(상시 열람 · 2순에 1회) 패산 맨 밑 3장이 나에게만 보인다. 자기 순에 '밑장빼기'를 선언하면 다음 쯔모를 패산 위가 아니라 맨 밑에서 빼온다.
true_dragon	진짜 용	shape	anti:	antiIds:	conflicts:open_kokushi|giant_god|royal_kokushi|async_chiitoi|mixed_nine_gates|void_kan	(상시) 배패를 16장 받고, 몸통 5개(5멘쯔) + 머리 1개(총 17장)로 화료한다.
parasite	기생충	steal|disrupt	anti:	antiIds:	conflicts:	(매 국 1회) 자기 순에 상대 한 명에게 기생해, 그 국 정산에서 숙주가 얻는 점수의 절반을 대신 가져온다.
jackpot	일확천금	han|bank	anti:	antiIds:	conflicts:	(매 국 1회 · 국의 첫 순) 배패를 받은 직후 룰렛을 돌려 0.5·1·2·3배 중 하나를 뽑는다. 그 국에 얻는 점수(공탁 회수분 제외)에 뽑힌 배수가 곱해진다.
big_hand	큰손	han|bank	anti:	antiIds:	conflicts:	(2국에 1회) 국의 첫 순에 선언하면, 그 국에 화료했을 때 내가 받는 **총액**이 최소 만관(오야 12,000 · 자 8,000)이 된다.
late_bloomer	대기만성 (반장전)	relax_win|shape	anti:	antiIds:	conflicts:	(상시 · 반장전 전용 · 게임 시작 드래프트에서만 등장) 남3국(서입 연장 포함)에 들어서면 만개한다 — 그 뒤로는 후리텐을 무시하고 론할 수 있고, 화료에 +3판이 붙는다.
late_bloomer_east	대기만성 (동풍전)	relax_win|shape	anti:	antiIds:	conflicts:	(상시 · 동풍전 전용 · 게임 시작 드래프트에서만 등장) 동4국(남입 연장 포함)에 들어서면 만개한다 — 그 뒤로는 후리텐을 무시하고 론할 수 있고, 화료에 +2판이 붙는다.
nagashi_yakuman	유국역만	draw|yakuman|terminal|river	anti:	antiIds:	conflicts:	(상시) 유국까지 요구패(1·9)와 자패만 버렸다면 유국만관이 역만이 된다. 원래는 그 버림패를 남이 울어 가면 무효가 되지만, 이 증강은 울려도 성립한다.
cliff_bloom	절벽 위에 피어난 꽃	kan|wall_info	anti:	antiIds:snake_kan	conflicts:	(상시 · 만개는 동풍전 1회 · 반장전 2회) 깡을 할 때마다 영상패를 **남아 있는 영상패 전부** 중에서 직접 고른다. 한 국에 깡을 두 번 하면 텐파이가 아니어도 손이 만개해 즉시 영상개화로 화료하며, 그 영상개화는 4판으로 취급된다.
no_retreat	물러설 수 없는 선언	riichi|riichi_declare|riichi_value	anti:riichi_declare	antiIds:	conflicts:	(2국에 1회) 텐파이에서 버릴 패를 골라 리치를 건다. 공탁 1,000점이 면제되고 그 국의 리치·일발이 각각 2판, 뒷도라는 **장당 2판**이 된다. 역만 손에는 붙지 않는다.
alchemist	연금술사	hand_edit	anti:	antiIds:	conflicts:	(동풍전 5회 · 반장전 8회) 자기 순에 한 번, 손패의 수패 1장의 숫자를 ±1 바꾼다(무늬 유지, 1↔9 순환 없음).
blood_contract	핏빛 계약	han	anti:	antiIds:	conflicts:	(매 국 1회) 자신의 첫 타패 전에 역 하나를 공개 계약할 수 있고, 계약한 역을 포함해 화료하면 그 국의 점수가 1.5배가 된다.
aotenjou_ceiling	뚫린 천장	han|bank	anti:	antiIds:ankan_dora|north_trader|no_retreat|riichi_upgrade|counter|true_dragon	conflicts:	(상시) 내 화료에는 점수 상한이 없다 — 만관·하네만·배만에 묶이지 않고 판이 오르는 만큼 점수가 계속 커진다.
devils_advance	가불 인생	bank|han	anti:	antiIds:	conflicts:	(게임 내 1회 · 게임 시작 드래프트 전용) 첫 국에 뱅크에서 10,000점을 먼저 받고, 이후 만관 이상으로 화료하면 상대 셋에게서 각 3,000점을 걷어 빚을 갚는다.
all_or_nothing	모 아니면 도	riichi|riichi_declare|riichi_open|bank	anti:riichi_declare	antiIds:	conflicts:	(매 국 1회) 리치를 선언할 때 '올인'을 함께 걸어 현재 점수의 절반을 판돈으로 내건다(전원 공개).
eternal_dealer	만년 오야	dealer|han	anti:	antiIds:	conflicts:	(상시 · 연장은 동풍전 3회 · 반장전 5회) 내 화료는 언제나 오야 점수(약 1.5배)로 계산되고, 역패 '동'이 **하나 더 붙는다**. 내가 화료하면 다음 국의 오야가 내 자리로 온다.
broken_border	무너진 국경	shape|call	anti:	antiIds:	conflicts:	(동풍전 2국에 1회 · 반장전 3국에 1회) 국의 첫 순에 발동하면 이번 국 동안 슌쯔의 무늬 제한이 사라진다 — 2만·3통·4삭도 한 몸통이다.
pond_snatch	날치기	river|menzen	anti:	antiIds:	conflicts:	(동풍전 3회 · 반장전 5회) 자기 순에 쯔모하는 대신, 상대 셋이 각각 최근에 버린 3장(최대 9장) 중 1장을 주워 손에 넣는다. 후로로 치지 않아 멘젠은 유지된다.
grave_rob	무덤 도굴	river	anti:	antiIds:	conflicts:	(동풍전 1회 · 반장전 2회) 자기 순에 상대들이 **최근에 버린 6장** 중 1장을 파내 그대로 화료한다. 지불은 쯔모 취급으로 세 명이 분담하며, 후리텐이면 화료할 수 없다.
spy	스파이	steal|disrupt	anti:	antiIds:call_seal|riichi_seal	conflicts:	(매 국 1회) 자기 순에 손패의 패 1종을 비밀리에 지정한다. 이후 상대가 그 종류를 오름패로 화료하면 그 점수가 전부 나에게 온다.
karma	카르마	steal|loss_gain	anti:	antiIds:	conflicts:	(동풍전 1회 · 반장전 2회 · 게이지 8,000 이상) **국 정산에서** 잃은 점수가 업보 게이지로 상시 쌓이고(전원 공개), 자기 순에 게이지를 태워 상대 셋에게서 1/3씩 뜯는다 — 못 뜯은 몫은 사라진다.
time_stop	시간 정지	tempo	anti:	antiIds:	conflicts:	(매 국 1회) 사용하면 내 차례를 한 번 더 진행한다(연속 2순).
riichi_seal	리치 봉인	riichi|riichi_deny|riichi_open	anti:opp_riichi	antiIds:	conflicts:riichi_upgrade	(매 국 1회 · 그 국의 첫 리치를 내가 선언할 때) 내가 그 리치를 지고 있는 동안 다른 셋은 리치를 걸 수 없다. 승부수로 리치를 풀면 봉인도 풀린다. 추가 점수는 붙지 않는다.
mixed_nine_gates	뒤섞인 아홉 개의 연꽃	yakuman|suit|shape	anti:	antiIds:	conflicts:	(상시 · 멘젠 한정) 구련보등이 무늬를 가리지 않는다 — 만·통·삭을 하나로 보고 1,112,345,678,999 + 아무 수패 1장이면 역만이다.
haitei_lord	해저의 지배자	draw	anti:	antiIds:	conflicts:	(상시) 텐파이 상태로 해저패(패산 마지막 패)를 쯔모하면 그 패가 오름패로 바뀐다.
off_by_one	한 끗 차이	riichi|riichi_open|shape	anti:	antiIds:	conflicts:	(상시) 리치 후 쯔모한 패가 오름패의 ±1이면 그 패가 한 칸 밀려 오름패로 바뀐다.
silent_swap	정적의 손	river	anti:	antiIds:	conflicts:	(매 국 1회 · 그 국에 아무도 리치를 걸지 않았을 때) 자기 순에 **상대 세 명의 바닥**에서 버림패 1장을 골라 손으로 가져온다. **내가 후리텐이어도 그 패로 쯔모 화료할 수 있다.**
ankan_dora	밀실의 도라	kan|dora|menzen	anti:	antiIds:	conflicts:	(상시) 안깡을 하면 그 깡의 네 장이 나만의 도라가 되어, 화료 시 묶음마다 +4판이 붙는다.
foresight	예지	wall_info	anti:	antiIds:	conflicts:	(열람 4순에 1회 · 재배열은 국에 1회) 자기 순에 발동하면 패산 다음 4장이 나에게만 공개되고(취소 불가), 국에 한 번은 드래그로 그 순서를 바꾼다. 발동한 국에 화료하면 +2판(역만에는 미적용 · 동풍전 2회 · 반장전 3회까지).
rank_gate	격(格)	disrupt	anti:	antiIds:	conflicts:	(매 국 1회) 내 첫 순에 상대 한 명을 지목하면, 그 사람은 이번 국에 4판 이하로는 화료할 수 없다.
dead_wall_master	왕패의 주인	wall_info|hand_edit	anti:	antiIds:	conflicts:	(상시 열람 · 2국에 1회 교환) 왕패가 처음부터 전부 보이고, 발동한 국의 첫 순에 왕패의 패와 손패를 최대 2장까지 1:1로 맞바꾼다.
stealth_riichi	스텔스 리치	riichi|riichi_declare|riichi_value|menzen	anti:riichi_open|riichi_deny|riichi_declare	antiIds:	conflicts:riichi_seal|no_ron_pact|open_riichi_reveal|all_or_nothing|soul_strike|off_by_one|palm_flip|riichi_upgrade|silent_swap	(매 국 1회 · 리치는 국당 한 번) 텐파이에서 보이지 않는 리치를 건다. 남에게는 평범한 타패로 보이지만 화료 시 리치로 취급되고(리치 1판·일발·뒷도라), 공탁 1,000점도 내지 않는다.
void_kan	성립하지 않는 깡	kan|disrupt	anti:	antiIds:	conflicts:	(상시 · 리치 중에는 발동하지 않는다) 리치를 걸지 않은 텐파이라면, 상대의 깡패가 오름패가 아니어도 창깡으로 화료할 수 있다.
honba_hunter	본장 사냥꾼	dealer|han	anti:	antiIds:	conflicts:	(상시) 나에게만 본장 1개당 추가 점수가 300점이 아니라 1,500점이 된다.
mixed_triplet	동수의 결속	shape|call	anti:	antiIds:	conflicts:	(동풍전 2국에 1회 · 반장전 3국에 1회) 국의 첫 순에 발동하면 이번 국 동안 커쯔의 무늬 제한이 사라진다 — 1만·1통·1삭도 하나의 커쯔다. 슌쯔와 머리는 그대로 같은 무늬여야 한다.
royal_kokushi	왕의 징표	kokushi|shape|terminal	anti:	antiIds:	conflicts:	(상시) 국사무쌍은 요구패 13종을 모두 갖추지 않아도 성립한다. 없는 한 종류의 요구패는 다른 요구패의 중복으로 대신할 수 있다.
siege_riichi	공성계	riichi|disrupt	anti:	antiIds:	conflicts:always_tenpai	(상시) 텐파이가 아니어도 리치를 선언할 수 있다. 단 텐파이가 아니라면 화료는 할 수 없다.
polar_ends	양극	shape|terminal	anti:	antiIds:	conflicts:	(상시) 1과 9의 구별이 사라진다 — 같은 무늬의 199·911도 한 커쯔다.
async_chiitoi	비대칭	chiitoi|shape|menzen	anti:	antiIds:	conflicts:	(동풍전 2국에 1회 · 반장전 3국에 1회) 국의 첫 순에 발동하면 이번 국 동안 치또이쯔의 무늬 제한이 사라진다 — 1만·1통도 한 또이쯔다.
genesis	개벽	hand_edit|honor|yakuman	anti:	antiIds:	conflicts:	(동풍전 1회 · 반장전 2회 · 매 국 1회) 자기 순에 발동하면 손패의 자패는 수패로, 수패는 자패로 통째로 뒤바뀐다.
unification	천하통일	bank|han	anti:	antiIds:aotenjou_ceiling|jackpot|big_hand|all_or_nothing|devils_advance|counter	conflicts:	(상시) 내 점수가 문턱(반장전 55,000점 · 동풍전 45,000점)에 도달하면 남은 국을 전부 무시하고 그 자리에서 게임이 끝난다.
table_flip	밥상 뒤엎기	hand_edit	anti:	antiIds:	conflicts:	(매 국 1회) 첫 순에 손패를 전부 반납하고 패산에서 새 손패를 받는다 — 반납한 손패는 전원에게 공개된다.
soul_hunt	혼 사냥	riichi_value|dora|opp_riichi	anti:	antiIds:	conflicts:	(상시) 리치 중인 상대를 론하면 그의 리치를 강탈한다 — 내 화료가 리치로 취급되어 뒷도라가 적용된다.
bluff_pretense	허장성세	call	anti:	antiIds:	conflicts:	(매 국 1회) 상대가 버린 패에 대해, 손에 같은 패가 1장뿐이어도 퐁을 선언할 수 있다.
blame_shift	책임전가	payout	anti:	antiIds:	conflicts:	(상시) 내가 론으로 화료하면 **+2판**을 얻고, 그 지불이 쏜 사람 혼자가 아니라 세 명에게 쯔모처럼 분담된다.
no_ron_pact	불가침 조약	defense|menzen	anti:call|riichi	antiIds:	conflicts:	(상시) 매 국 첫 6순은 론당하지 않는다. 단 리치·후로(안깡 포함)를 하면 조약이 사라진다.
always_tenpai	승승장구	draw|defense	anti:	antiIds:	conflicts:	(상시) 황패유국 시 손패가 어떻든 항상 텐파이로 취급된다 — 노텐 벌점을 내지 않고, 노텐인 상대 한 명당 2,000점을 추가로 받는다.
dora_conceal	가려진 도라	dora|opp_info	anti:	antiIds:	conflicts:	(상시) 도라 표시패가 상대에게는 가려진다 — 도라는 나만 알 수 있다.
late_double	뒤늦은 출진	riichi|riichi_value|menzen	anti:	antiIds:	conflicts:	(상시) 7순까지 건 리치는 더블리치(2판)로 취급되며, 이렇게 취급된 더블리치에는 +1판이 붙는다.
call_seal	함구령	disrupt	anti:	antiIds:	conflicts:	(동풍전 2국에 1회 · 반장전 3국에 1회) 자기 순에 선언하면 6순 동안 상대 셋의 후로(치·퐁·대명깡)가 전부 봉인된다. 안깡·가깡은 막지 않는다.
even_world	짝수의 세계	hand_edit|tanyao	anti:	antiIds:	conflicts:	(2국에 1회) 자기 순에 발동하면 손패의 홀수 수패가 한 칸 위 짝수로 다시 태어난다(1→2, 3→4, 5→6, 7→8, 9→8). 자패와 도라는 그대로 남는다.
brief_fog	박무	river|opp_info	anti:	antiIds:	conflicts:	(동풍전 2국에 1회 · 반장전 3국에 1회) 선언하면 6순 동안 네 사람의 버림패가 가려지고, 나만 네 개의 바닥을 그대로 본다.
giant_god	마작의 거신병	kokushi|yakuman|hand_edit	anti:	antiIds:	conflicts:	(매 국 1회) **조건: 국사무쌍 13종을 내가 직접 전부 버려 둬야 한다.** 발동하면 그 13장을 손으로 끌어올려 13면 대기가 되고, 다음 순에 반드시 화료한다.
conjure_draw	소환	hand_edit|wall_info	anti:	antiIds:	conflicts:	(매 국 1회) 자기 순에 손패 1장을 지목하면, 다음 내 쯔모가 그 패의 복제(생성패)로 바뀐다.
bottom_yaku	바닥의 족보	river	anti:	antiIds:	conflicts:	(상시) 화료할 때 내 버림패가 판을 얹어 준다 — 한 무늬의 숫자 7종을 버렸으면 2판, 같은 패를 3장 이상 버렸으면 1판, 둘이 겹치면 3판이다.
tenpai_scan	천리안	opp_info|defense	anti:	antiIds:	conflicts:	(매 국 1회) 자기 순에 선언하면 그 순간 텐파이인 상대가 누구인지, 그리고 그 대기가 얼마나 넓은지가 나에게만 밝혀진다.
danger_sense	지뢰 탐지	opp_info|defense	anti:	antiIds:	conflicts:	(매 국 1회) 자기 순에 선언하면 내 손패 중 지금 버리면 상대에게 쏘이는 패가 나에게만 표시된다. 손은 바뀌지 않는다.
triple_peek	삼세 예지	wall_info	anti:	antiIds:	conflicts:	(2국에 1회) 자기 순에 선언하면 그 국이 끝날 때까지 내 다음 쯔모 세 장의 종류가 나에게만 실시간으로 보인다.
meld_dissolve	파혼	call|menzen|riichi	anti:	antiIds:	conflicts:	(매 국 1회) 자기 순에 자신의 후로(치·퐁) 하나를 해체한다 — 내가 냈던 2장만 손으로 돌아오고, 빈 자리는 패산에서 보충된다.
wind_lineage	바람의 계보	shape|honor	anti:	antiIds:	conflicts:	(상시) 자패로 슌쯔를 만든다 — 동남서·남서북·백발중도 한 몸통이 된다. 자풍이나 장풍이 든 바람 몸통, 그리고 백발중 몸통은 하나당 1판이다.
silent_pact	묵계	call|menzen|riichi	anti:	antiIds:	conflicts:	(매 국 1회) ⚠ **이 증강으로 부른 퐁 1회만** 멘젠이 유지된다. 같은 국에 평범한 퐁·치·대명깡을 하나라도 더 하면 멘젠이 깨져 전부 잃는다(안깡은 예외).
regret	미련	draw|menzen|tempo	anti:	antiIds:	conflicts:honor_return	(2국에 1회) 황패유국 시 내가 멘젠 텐파이면 그 손패 13장이 그대로 다음 국의 배패가 된다.
disarm	무장해제	disrupt	anti:	antiIds:	conflicts:	(동풍전 1회 · 반장전 2회) 자기 순에 상대 한 명의 증강 하나를 지목해 이번 국 동안 완전히 무효화한다 — 규칙도, 발동 효과도, 액티브 버튼도 전부 잠긴다.
push_riichi	등 떠밀기	opp_riichi|disrupt	anti:	antiIds:	conflicts:	(매 국 1회) 자기 순에 상대 한 명에게 낙인을 찍는다(전원 공개). 그가 리치 가능한 상태에서 패를 버리는 순간 그 버림이 강제 리치가 된다. 그렇게 떠민 사람을 **직격 론**으로 잡으면 **+2판**.
reload	재장전		anti:	antiIds:	conflicts:	(동풍전 1회 · 반장전 2회) 자기 순에 사용 횟수를 이미 쓴 내 다른 증강 하나를 지목해 1회 복구한다.
honor_return	귀환	honor|river	anti:	antiIds:	conflicts:	(동풍전 1회 · 반장전 2회) 발동 시점까지 이번 국에 내가 버린 자패를 가장 최근 것부터 최대 4장 기억해, 다음 국 배패에 그대로 되받는다.
tile_split	분열	hand_edit	anti:	antiIds:	conflicts:	(매 국 1회) 자기 순에 손패의 수패 1장을 합이 같은 두 숫자로 쪼갠다(예: 9통 → 4통 + 5통).
frame_up	누명	river|disrupt	anti:	antiIds:	conflicts:	(2국에 1회) 자기 순에 내가 버릴 패를 지목한 상대의 바닥에 놓는다 — 그 사람이 버린 것으로 기록되어 후리텐에 걸리고, 내 바닥에는 남지 않아 내 후리텐은 회피된다.
three_dragons_will	삼원의 의지	yakuman|honor|hand_edit	anti:	antiIds:	conflicts:	(동풍전 1회 · 반장전 2회) 삼원패(백·발·중) 중 두 종류를 커쯔로 만들면, 자기 순에 발동해 나머지 한 종류를 한 장도 안 쥐었어도 커쯔로 만든다.
snake_kan	장사진	kan|dora	anti:	antiIds:	conflicts:	(상시) 같은 무늬 연속 4장(예: 3-4-5-6)을 '장사진'으로 선언해 깡으로 낼 수 있다 — 영상패를 뽑고 새로운 도라가 열린다.
palm_flip	손바닥 뒤집기	riichi|riichi_open	anti:	antiIds:	conflicts:	(2국에 1회) 리치로 잠긴 손이 한 순만 풀린다 — 쯔모기리 대신 손패에서 골라 버려 오름패를 갈아탄다. 리치는 그대로 선다.
north_trader	북풍 상인	dora|honor	anti:	antiIds:	conflicts:	(상시) 삼인마작의 북빼기. 자기 순에 손의 北을 빼놓고 영상패로 보충하며, 빼놓은 北은 한 장당 도라 1판으로 값한다.
hourglass	뒤집힌 모래시계	draw|tempo	anti:	antiIds:	conflicts:	(2국에 1회) 황패유국이 선언되는 순간 내가 텐파이라면 국이 끝나지 않고, 남은 영상패(최대 4장)를 나 혼자 연속으로 쯔모한다.
mirror_dora	거울	dora	anti:	antiIds:	conflicts:	(상시) 도라 표시패의 앞 패도 나에게만 도라가 된다 — 표시패가 5통이면 6통과 함께 4통도 내 도라다. 깡도라 표시패에도 똑같이 적용된다.
cornucopia	수상한 주사위		anti:	antiIds:	conflicts:	(획득 즉시) 무작위 증강 2개를 획득한다. 무엇이 나왔는지는 전원에게 공개된다.
time_pressure	초읽기	disrupt|tempo	anti:	antiIds:	conflicts:	(획득 즉시 · 이번 국만 · 반장전은 게임 내 1회 재장전) 전원의 모든 결정에 5초 제한이 걸린다 — 나도 포함이다. 시간을 넘기면 쯔모기리·패스로 자동 진행된다.
blind_ron	눈먼 총알	payout|disrupt	anti:	antiIds:	conflicts:	(획득 즉시 · 이번 국만 · 반장전은 게임 내 1회 재장전) 이 국의 모든 론이 네 명 중 무작위 한 명에게 청구된다. 화료자 자신이 뽑히면 손의 화료점을 자기가 문다.
dora_afterimage	잔상	dora	anti:	antiIds:	conflicts:	(2국에 1회) 자기 순에 발동하면 직전 국의 도라가 되살아나, 이번 국의 도라 위에 나만의 도라로 겹쳐진다.
sign_flip	반전	loss_gain|payout	anti:	antiIds:	conflicts:	(획득 즉시 · 이번 국만 · 반장전은 게임 내 1회 재장전) 내 점수의 부호가 뒤집힌다 — 8,000점을 방총하면 뱅크에서 8,000점을 받고, 1,000점을 벌면 1,000점을 빼앗긴다.
soul_strike	영혼의 일격	riichi|riichi_declare|riichi_value|riichi_open|tempo	anti:riichi_declare	antiIds:	conflicts:	(2국에 1회) 텐파이에서 발동하면 그 패로 리치를 걸고 연속 6쯔모에 들어간다. 그 리치는 2판(더블리치는 3판)으로 값하고, 폭주 중 쯔모 화료는 언제나 일발이다.
picky_eater	편식	suit|hand_edit|river	anti:	antiIds:	conflicts:	(2국에 1회) 한 무늬의 수패(자패는 허용)만 12장 버리면 열리고, 발동하면 손패의 수패를 원하는 한 색으로 통일한다.
