yakuman_shield	역만 방어술	gold	(상시 · 횟수 제한 없음) 역만(유국역만 포함) 피해를 막는다 — 내가 낸 몫을 전액 돌려받는다. 본장·공탁 부담은 그대로 낸다.	(상시 · 횟수 제한 없음) 셈수역만도 막지만 하네만·배만·삼배만은 막지 않는다. 직격(론)이면 내가 문 화료점 전액, 쯔모면 내 분담분이 돌아온다. 환급된 만큼 화료자의 획득이 줄고 모자란 몫은 뱅크가 낸다. 유국역만만은 화료자의 수령액이 줄지 않는다.  ⚠ 함께 가질 수 없다 — 죽기살기. 둘 다 정산 마지막에 손실을 되돌려 서로의 결과를 뒤엎는다.
omni_chi	사방치기	gold	(상시) 상가뿐 아니라 누구의 버림패로도 치할 수 있다.	(상시) 같은 버림에 퐁과 겹치면 퐁이 우선하는 표준 우선순위는 그대로지만, 상가의 일반 치와 겹치면 이쪽 원격 치가 우선한다.
pseudo_dealer	찬탈자	gold	(2국에 1회) 자기 순에 선언하면 그 자리에서 오야를 빼앗는다 — 오야 자리가 나에게 넘어오고 자풍이 나를 기준으로 다시 정해진다.	(2국에 1회) 화료 점수는 오야 배율(1.5배)이 되고, 그 국에 화료하거나 텐파이로 유국하면 연장이 걸린다. 원래 오야는 오야 자격과 연장 권리를 함께 잃는다.  오야 순번표 자체는 그대로라 이 국이 끝나면 원래 순번에서 이어진다. 이미 내가 오야인 국에는 선언할 수 없다.
last_stand	승부수	gold	(매 국 1회) 리치 중이라면 자기 순에 언제든 자신의 리치를 취소할 수 있다. 취소하면 냈던 리치봉을 돌려받고 다시 자유롭게 버릴 수 있다.	(매 국 1회) 취소하면 리치 후리텐도 함께 풀린다. 패산이 얼마나 남았든 상관없으며, 사용 횟수는 매 국 시작 시 초기화된다.  **취소한 국에는 리치를 다시 걸 수 없다.**  ⚠ 함께 가질 수 없다 — 자유 선언 · 오픈 리치.
die_hard	죽기살기	gold	(동풍전 1회 · 반장전 2회) 국 정산 결과 점수가 0 아래로 떨어지면, 내려간 만큼이 그대로 플러스로 뒤집힌다 — −8,000점이 되면 즉시 +8,000점.	(동풍전 1회 · 반장전 2회) 정산 결과가 0 이상이면 발동하지 않는다. 토비 판정보다 먼저 반영되어 그 자리에서 되살아나며, 되돌려 받은 몫은 결과 화면의 증감에도 함께 표시된다.  ⚠ 함께 가질 수 없다 — 역만 방어술 · 천하무적 · 불가침 조약 · 승승장구. 넷 다 '크게 잃는 국'을 없애는 방어라 이 증강의 발동 조건 자체를 지운다.
hidden_blade	숨은 칼날	gold	(상시) 리치를 선언하지 않은 멘젠 론 화료에 +2판이 붙고, 뒷도라가 적용된다.	(상시) 리치 역이 붙는 것이 아니라 판만 얹으므로 다른 역이 하나 이상 있어야 한다. 쯔모 화료·후로 화료, 실제로 리치를 건 손에는 붙지 않는다 — 그 국에 리치를 걸었다면 나중에 물리더라도 되살아나지 않는다.  ⚠ 함께 가질 수 없다 — 혼 사냥. 둘 다 리치 없는 뒷도라를 열어 멘젠 다마텐 론에서 완전히 중복된다.
tile_dyeing	염색	gold	(게임 내 5회) 자기 순에 한 번, 손패의 수패 1장을 같은 숫자의 다른 무늬로 바꾼다(예: 3만 → 3통). 리치 중에도 쓸 수 있다.	(게임 내 5회) 남은 횟수는 증강 표식에 상시 표시된다. 자패는 대상이 아니고, 무엇이 무엇으로 바뀌었는지는 전원에게 공개된다(그 국 동안 가장 최근 한 번).  ⚠ **넉 장이 이미 전부 드러난 종류로는 물들 수 없다.** 적도라(빨간 5)를 물들이면 그 빨간색은 사라진다.  ⚠ 함께 가질 수 없다 — 오픈 리치.
scapegoat	덤터기	gold	(매 국 1회) 자기 순에 상대 한 명을 공개 지목한다. 내 쯔모가 그 사람을 지정한 론처럼 작동해, 쯔모 점수 전액을 그 사람 혼자 낸다 — 내가 받는 점수는 그대로다.	(매 국 1회) **지목당한 사람이 전액을 혼자 내고 나머지 두 명은 한 푼도 내지 않는다** — 그 국 정산에서 다른 증강이 새로 부과하는 지불까지 그 사람에게 몰린다.  론으로 화료할 때는 아무것도 바뀌지 않는다. 지목은 한 번 정하면 그 국에는 못 바꾼다. 전액을 문 사람은 점수가 모자라면 마이너스로 떨어져 탈락할 수 있다.
let_it_ride	판돈 굴리기	gold	(상시) 연속으로 화료할수록 **손의 점수**에 붙는 배수가 오른다 — 1배·2배·3배, 4연속 이상은 4배. 본장·공탁은 대상이 아니다.	(상시) 본장 보너스(1본당 300)와 회수하는 리치봉(공탁)은 배수 없이 원래 액수 그대로 들어온다. 내가 방총하거나 유국이면 연승이 초기화되지만 잃는 점수는 없고, 상대의 쯔모는 연승을 끊지 않는다. 지금 몇 배인지는 전원에게 공개된다.
open_riichi_reveal	오픈 리치	gold	(매 국 1회 · 리치는 국당 한 번) 멘젠 텐파이에서 공탁 1,000점을 걸고 오픈 리치를 선언한다 — 오름패가 전원에게 공개된다.	(매 국 1회 · 리치는 국당 한 번) 표준 리치와 똑같이 손이 잠기고, 공개되는 것은 손패 전체가 아니라 오름패뿐이다. 리치를 걸지 않은 사람에게서 론으로 화료하면 그 화료는 역만이 된다.  그 외의 화료(쯔모 · 리치자에게서 론)에서는 그 리치를 3판으로 취급한다(역만에는 미적용).  ⚠ 함께 가질 수 없다 — 승부수 · 염색 · 스텔스 리치 · 손바닥 뒤집기. 전부 리치 중에 대기를 바꾸거나 리치의 모양을 다시 써서, 공개한 오름패가 거짓이 된다.
invincible	천하무적	gold	(2국에 1회) 자기 순에 선언하면 이번 국이 끝날 때까지 상대는 내 버림패로 론할 수 없다. 내 가깡을 창깡당하는 것은 막지 못한다.	(2국에 1회) 선언한 사실은 국이 끝날 때까지 전원에게 표시된다. 상대의 쯔모 화료, 내가 가깡한 패를 창깡으로 잡히는 것, 유국 노텐 벌점은 막지 못한다.  ⚠ 함께 가질 수 없다 — 죽기살기 · 불가침 조약.
hidden_river	안개 덮인 바닥	prism	(동풍전 1회 · 반장전 2회) 자기 순에 선언하면 그 국이 끝날 때까지 네 사람 모두의 바닥에서 최근 6장만 공개되고, 그 앞의 버림패는 장수만 보인다. 보유자만 네 바닥을 그대로 읽는다.	(동풍전 1회 · 반장전 2회) 선언하기 전의 바닥은 평소대로 보이고, 선언한 순간부터 국이 끝날 때까지 안개가 지속된다. 최근 6장은 전원에게 보이므로 론·후로 판정과 직전 한 바퀴의 현물 수비는 그대로 유지된다.  안개는 국이 끝나면 걷히고, 횟수가 남아 있으면 다음 국에 다시 걸 수 있다.
suit_unify	단색 세계	prism	(동풍전 1회 · 반장전 2회 · 매 국 1회) 자기 순에 만·통·삭 중 색을 골라 손패의 수패를 전부 그 색으로 바꾼다. 숫자는 그대로다.	(동풍전 1회 · 반장전 2회 · 매 국 1회) 통일된 색으로 청일색이 인정되고, 어느 색인지는 전원에게 공개된다. 새 패는 패산의 같은 숫자와 맞바꿔 오고 내 패는 패산 맨 밑으로 간다. 리치 중에는 발동할 수 없다.  ⚠ **적도라(빨간 5)를 물들이면 그 빨간색은 사라진다.**
hand_swap3	등가교환	prism	(게임 내 2회 · 매 국 1회) 자기 순에 상대 한 명을 지정해 손패를 보고, 넘길 내 3장과 가져올 상대 3장을 골라 맞바꾼다. 리치를 선언한 상대는 지정할 수 없다.	(게임 내 2회 · 매 국 1회) 무작위 없이 전부 내가 고르고 양쪽 손패 장수도 그대로다. 손패와 오간 패는 당사자 둘에게만 보인다. **숨은 리치는 그대로 지정할 수 있고**, 3장이 갈리는 순간 그 리치는 풀린다. 횟수는 지정하는 순간 소비된다.
full_hand_swap	통째로 바꾸기	prism	(게임 내 2회) 국의 첫 순에 상대를 지정해 그 손패를 통째로 강탈한다. 내 손패는 패산 맨 밑으로 들어가고, 상대는 패산에서 새로 받는다. 리치를 선언한 상대에게는 쓸 수 없다.	(게임 내 2회) 교환이 아니라 강탈이라 내 배패가 상대에게 넘어가지는 않는다. 손패 장수가 다른 상대도 지정할 수 없다.  **숨은 리치는 리치가 아닌 사람으로 보여 그대로 지정할 수 있고**, 손을 뺏기는 순간 풀린다. 쯔모패가 없는 상태나 패산이 모자랄 때도 발동하지 않는다.
discard_lock	봉인술사	prism	(2국에 1회) 자기 순의 국 시작에 발동하면, 상대 각자의 손패에서 무작위 수패 2종류에 해당하는 그 순간의 패들이 이번 국 동안 봉인되어 버릴 수 없게 된다.	(2국에 1회) 아직 아무 패도 버리지 않은 국 시작 시점에만 액티브 버튼이 활성화된다. 잠기는 것은 **그 순간의 패뿐**이라 같은 종류를 나중에 새로 쯔모하면 그 패는 자유롭게 버릴 수 있고, 국이 끝나면 봉인은 모두 풀린다.  상대는 자기 봉인 패에 자물쇠 표시만 보고, 나는 각 상대의 봉인된 실제 패를 그대로 확인한다.
tanyao_break	탕야오 해방	prism	(상시) 자패 없이 수패로만 이루어진 손이면 1·9가 섞여 있어도 탕야오로 인정되며, 그 탕야오를 2판으로 취급한다.	(상시) 자패가 하나라도 있으면 성립하지 않고, 1·9가 없는 손은 원래의 탕야오로 계산된다. 해방된 탕야오는 역만에는 적용되지 않는다.
open_kokushi	우는 국사무쌍	prism	(상시) 서로 다른 요구패 3장(1만1통1삭 · 9만9통9삭 · 백발중 · 동남서북 중 3패)을 퐁해 국사를 완성할 수 있다. 이 퐁을 하면 그 국은 국사무쌍으로만 화료할 수 있다.	(상시) 상대가 버린 요구패 1장과 손패의 요구패 2장을 합쳐 하나의 묶음으로 퐁한다. 횟수 제한이 없고 완성 시 정식 역만 13판이며, 머리(작두)는 반드시 울지 않은 손패로 만들어야 한다.  한 번 부르면 **평범한 치·퐁·깡(안깡 포함)이 전부 막힌다.** 반대로 평범한 치·퐁·깡을 이미 한 뒤에는 이 퐁을 부를 수 없다.  ⚠ 함께 가질 수 없다 — 진짜 용.
broken_wall	끝없는 윤회	prism	(상시) 슌쯔가 원을 그리며 순환한다 — 8-9-1, 9-1-2도 하나의 몸통으로 인정된다.	(상시) 자신에게만 적용되며, 화료·텐파이·후리텐·대기·치 판정에 모두 반영된다.
seat_swap	자리 바꿈	prism	(동풍전 2회 · 반장전 3회 · 매 국 1회) 첫 순에 상대 한 명을 지정해 자리와 손패를 통째로 맞바꾼다 — 자풍·오야·차례에 후로까지 넘어온다. 리치를 선언한 상대는 지정할 수 없다.	(동풍전 2회 · 반장전 3회 · 매 국 1회) 내가 아직 한 장도 버리지 않은 순에, 손패 장수와 후로 개수가 같은 상대에게만 쓴다. 쯔모패가 없는 상태(치·퐁 직후)나 **내가 리치를 건 뒤**에는 발동하지 않는다. 숨은 리치는 그대로 지정할 수 있고, 손이 바뀌는 순간 풀린다.
future_sight	미래를 보는 자	prism	(3순에 1회) 손패에서 무작위 3장이 뽑히고, 버릴 1장을 고르면 나머지 2장은 패산 맨 밑으로 가고 3장을 새로 받는다. 교환할 때마다 층이 쌓여 화료하면 층 하나당 +1판이 붙는다.	(3순에 1회) ⚠ **뽑힌 3장은 상대에게도 그대로 공개된다.** 버튼을 누른 순간 발동이 소모되어 물러나도 쿨다운은 돌아간다(층은 실제로 교환했을 때만 쌓인다). 층은 국이 바뀌면 초기화되고 역만에는 미적용이다. 버린 패는 후리텐을 만들지만 남의 론·후로 대상은 아니다. 리치 중에는 쓸 수 없다.
bottom_deal	밑장빼기	prism	(상시 열람 · 매 순 1회) 패산 맨 밑 3장이 나에게만 보인다. 자기 순에 '밑장빼기'를 선언하면 다음 쯔모를 패산 위가 아니라 맨 밑에서 빼온다.	(상시 열람 · 매 순 1회) 보이는 3장은 오른쪽 끝이 맨 밑장이고, 밑장을 뺄 때마다 그 옆의 패가 새 밑장이 된다. 다른 증강이 패산 밑으로 패를 밀어 넣으면 보이는 3장도 그만큼 밀린다.  선언한 사실은 전원에게 공개되지만 **무엇이 보이는지는 나만 안다.** 깡의 영상패는 밑장이 아니며, 리치 중에도 쓸 수 있다.
true_dragon	진짜 용	prism	(상시) 배패를 16장 받고, 몸통 5개(5멘쯔) + 머리 1개(총 17장)로 화료한다.	(상시) 화료·텐파이·후리텐·대기 판정이 모두 5몸통 형태로 바뀌고, 화료에 **+3판**이 붙는다(역만에는 미적용).  무장해제로 잠기면 가장 쓸모없는 패 3장이 패산으로 돌아가 평범한 손패 장수로 복귀한다.  ⚠ 함께 가질 수 없다 — 우는 국사무쌍 · 뒤섞인 아홉 개의 연꽃 · 성립하지 않는 깡 · 왕의 징표 · 비대칭 · 마작의 거신병. 14장·4몸통을 전제하는 국사·치또이·구련류, 그리고 성립하지 않는 깡이다.
parasite	기생충	prism	(매 국 1회) 자기 순에 상대 한 명에게 기생해, 그 국 정산에서 숙주가 얻는 점수의 절반을 대신 가져온다.	(매 국 1회) 지정은 전원에게 공개되고 국이 끝나면 풀린다. 옮겨 오는 몫은 100점 단위이며, 숙주가 잃는 국에는 아무 영향이 없어 테이블 총점은 변하지 않는다.  ⚠ **숙주가 누구에게서 벌었는지는 따지지 않는다** — 내가 숙주에게 방총해도 그 화료는 '숙주가 얻는 점수'라 절반이 되돌아온다.
jackpot	일확천금	prism	(매 국 1회 · 국의 첫 순) 배패를 받은 직후 룰렛을 돌려 0.5·1·2·3배 중 하나를 뽑는다. 그 국에 얻는 점수(공탁 회수분 제외)에 뽑힌 배수가 곱해진다.	(매 국 1회 · 국의 첫 순) 결과(0.5배 30%·1배 30%·2배 30%·3배 10%)는 전원에게 공개된다. 배수는 그 국 획득 점수가 양수일 때만 걸리고, 본장 보너스까지 곱한 뒤 100점 단위로 맞춘다.  **늘어난 몫은 뱅크가 내고 줄어든 몫은 지불자에게 돌아간다.**
big_hand	큰손	prism	(2국에 1회) 국의 첫 순에 선언하면, 그 국에 화료했을 때 내가 받는 **총액**이 최소 만관(오야 12,000 · 자 8,000)이 된다.	(2국에 1회) 아직 버리지도 울지도 않은 첫 순에만 선언할 수 있다. 하한은 손의 값이 아니라 그 국의 수령액에 걸려 본장 수령분과 회수하는 **공탁**(리치봉)까지 들어가고, 배수 증강은 다 적용된 뒤의 값을 본다. 화료하지 못해도 쿨다운은 시작된다.
late_bloomer	대기만성 (반장전)	prism	(상시 · 반장전 전용 · 게임 시작 드래프트에서만 등장) 남4국(서입 연장 포함)에 들어서면 만개한다 — 그 뒤로는 후리텐을 무시하고 론할 수 있고, 화료에 +3판이 붙는다.	(상시 · 반장전 전용 · 게임 시작 드래프트에서만 등장) 만개 후에는 머리 1개와 몸통 4개(4멘쯔)로 손이 완성되면 역이 없어도 화료할 수 있다. +3판은 역만에는 붙지 않는다.  만개 사실은 전원에게 공개되며, 만개 전까지는 아무 효과도 없다.  ⚠ 함께 가질 수 없다 — 복수자.
late_bloomer_east	대기만성 (동풍전)	prism	(상시 · 동풍전 전용 · 게임 시작 드래프트에서만 등장) 동4국(남입 연장 포함)에 들어서면 만개한다 — 그 뒤로는 후리텐을 무시하고 론할 수 있고, 화료에 +2판이 붙는다.	(상시 · 동풍전 전용 · 게임 시작 드래프트에서만 등장) 만개 후에는 머리 1개와 몸통 4개(4멘쯔)로 손이 완성되면 역이 없어도 화료할 수 있다. +2판은 역만에는 붙지 않는다.  만개 사실은 전원에게 공개되며, 만개 전까지는 아무 효과도 없다.  ⚠ 함께 가질 수 없다 — 복수자.
nagashi_yakuman	유국역만	prism	(상시) 유국까지 요구패(1·9)와 자패만 버렸다면 유국만관이 역만이 된다. 원래는 그 버림패를 남이 울어 가면 무효가 되지만, 이 증강은 울려도 성립한다.	(상시) 황패유국 시 내가 버린 패가 **한 장도 빠짐없이** 요구패나 자패여야 한다 — 아닌 패를 한 장이라도 버렸다면 그것이 울려 나갔어도 성립하지 않는다.  지불은 쯔모 역만과 같고 노텐 벌점과 함께 정산된다. 역만 방어술을 든 상대의 몫은 뱅크가 대신 내므로 내 수령액은 줄지 않는다.
cliff_bloom	절벽 위에 피어난 꽃	prism	(상시) 깡을 할 때마다 영상패를 **남아 있는 영상패 전부** 중에서 직접 고른다. 한 국에 깡을 두 번 하면 텐파이가 아니어도 손이 만개해 즉시 영상개화로 화료하며, 그 영상개화는 4판으로 취급된다.	(상시) 영상패는 국 시작 시 4장이고 누군가 깡을 칠 때마다 한 장씩 소모되어 보충되지 않으므로, 고를 수 있는 폭은 깡이 늘수록 좁아진다(네 번째 깡에서는 남은 한 장뿐이다).  만개는 지금 손패에서 살릴 수 있는 패를 최대한 살린 화료형으로 재구성된다. 만개한 국이 아니면 화료에 아무것도 얹히지 않으며, 역만에는 미적용이다.
no_retreat	물러설 수 없는 선언	prism	(2국에 1회) 텐파이에서 버릴 패를 골라 리치를 건다. 공탁 1,000점이 면제되고 그 국의 리치·일발이 각각 2판, 뒷도라는 **장당 2판**이 된다. 역만 손에는 붙지 않는다.	(2국에 1회) 순 제한은 없다. 손이 잠기고 후로할 수 없는 것은 표준 리치와 같다.  ⚠ 뒷도라는 뒤집힌 장수만큼 통째로 두 배다 — 3장이면 6판이다. 더블리치는 이미 2판이라 더 오르지 않고, 역만이 뜨면 추가 판이 하나도 붙지 않아 공탁 면제만 남는다.
alchemist	연금술사	prism	(게임 내 5회) 자기 순에 한 번, 손패의 수패 1장의 숫자를 ±1 바꾼다(무늬 유지, 1↔9 순환 없음).	(게임 내 5회) 자패는 대상이 아니다. 한 순에 한 번까지만 쓸 수 있고 리치 중에도 발동하며, 무엇이 무엇으로 바뀌었는지는 매번 전원에게 공개된다.  ⚠ **적도라(빨간 5)를 옮기면 그 빨간색은 사라진다** — 적도라는 '그 무늬의 5'라는 뜻이라 숫자가 바뀌면 성립하지 않는다.
blood_contract	핏빛 계약	prism	(매 국 1회) 자신의 첫 타패 전에 역 하나를 공개 계약할 수 있고, 계약한 역을 포함해 화료하면 그 국의 점수가 1.5배가 된다.	계약 대상은 탕야오·핑후·또이또이·혼일색·청일색·삼색·일기통관·치또이 중 하나이며, 무엇을 걸었는지는 전원에게 공개된다.  배수가 걸리는 것은 **손의 화료점뿐**이다 — 회수하는 리치봉과 본장 수령분은 그대로 더해진다. 계약은 국당 하나뿐이고 하지 않아도 된다.
aotenjou_ceiling	뚫린 천장	prism	(상시) 내 화료에는 점수 상한이 없다 — 만관·하네만·배만에 묶이지 않고 판이 오르는 만큼 점수가 계속 커진다.	(상시) 만관(5판)을 넘으면 2판마다 만관 한 개분이 더 붙어 8판이면 2.5개, 11판이면 4개가 되고 그 위로도 끝없이 늘어난다. 만관 아래에서도 상한이 없다. 늘어난 몫은 론이면 쏜 사람이 전부, 쯔모면 나머지 셋이 평소 비율대로 낸다.
devils_advance	가불 인생	prism	(게임 내 1회 · 게임 시작 드래프트 전용) 첫 국에 뱅크에서 10,000점을 먼저 받고, 이후 만관 이상으로 화료하면 상대 셋에게서 각 3,000점을 걷어 빚을 갚는다.	(게임 내 1회 · 게임 시작 드래프트 전용) 빚은 '가불 10,000'으로 전원에게 공개되고 터진 뒤 '청산'으로 바뀐다. 걷은 9,000점은 빚을 갚는 돈이라 화료점에 더해지지 않는다 — 화료점은 표준 그대로이고 상대 셋만 줄어든다. 끝내 만관을 못 쳐도 상환은 없다.
all_or_nothing	모 아니면 도	prism	(매 국 1회) 리치를 선언할 때 '올인'을 함께 걸어 현재 점수의 절반을 판돈으로 내건다(전원 공개).	판돈은 1,000점 단위 내림이다. 그 리치로 화료하면 판돈과 같은 금액을 뱅크에서 추가로 받고, 상대가 론이나 쯔모로 화료하면 판돈의 **절반**이 뱅크로 넘어간다.  유국으로 끝난 국은 아무도 이기지 않았으므로 잃지 않으며, 그 리치가 풀리면 판돈도 함께 사라진다.  ⚠ 함께 가질 수 없다 — 스텔스 리치.
eternal_dealer	만년 오야	prism	(상시 · 연장은 게임 내 3회) 내 화료는 언제나 오야 점수(약 1.5배)로 계산되고, 역패 '동'이 **하나 더 붙는다**. 내가 화료하면 다음 국의 오야가 내 자리로 온다.	(상시 · 연장은 게임 내 3회) 원래 자풍은 그대로 두고 역패만 늘어난다 — 동 커쯔에 1판이 붙고, 장풍이 동인 국이면 더블동(2판)이 된다. 자풍이 이미 동인 동가에게는 더 붙지 않는다. 내가 진짜 오야인 국의 화료는 원래 규칙대로라 연장 횟수를 쓰지 않는다.
broken_border	무너진 국경	prism	(상시) 슌쯔의 무늬 제한이 사라진다 — 2만·3통·4삭도 한 몸통이다.	(상시) 숫자만 연속이면 만·통·삭이 뒤섞여도 슌쯔가 되며, 화료·텐파이·대기 판정과 치 전부에 적용된다. 혼색으로 만든 슌쯔는 청일색·삼색동순·일기통관을 성립시키지 않는다.  무늬 없는 커쯔(2만·2통·2삭)는 이 증강이 아니라 동수의 결속이 담당한다.
pond_snatch	날치기	prism	(게임 내 3회) 자기 순에 쯔모하는 대신, 상대 셋이 각각 최근에 버린 3장(최대 9장) 중 1장을 주워 손에 넣는다. 후로로 치지 않아 멘젠은 유지된다.	(게임 내 3회) 그 순의 쯔모패는 패산 맨 밑으로 가고, 주운 패를 넣은 뒤 한 장을 버린다. 원주인의 바닥 기록은 남아 그쪽 후리텐도 유지된다. 주운 패로 나는 화료는 지불이 쯔모 취급이지만 **후리텐이면 화료할 수 없다**. 리치 중이거나 영상패를 잡은 순, 패산이 바닥난 국에는 쓸 수 없다.
grave_rob	무덤 도굴	prism	(동풍전 1회 · 반장전 2회) 자기 순에 상대들이 **최근에 버린 10장** 중 1장을 파내 그대로 화료한다. 지불은 쯔모 취급으로 세 명이 분담하며, 후리텐이면 화료할 수 없다.	(동풍전 1회 · 반장전 2회) 화료가 성립하는 패만 후보로 뜬다. 그보다 오래전에 흘린 패, 안개로 가려진 패, 내 바닥의 패는 파낼 수 없다. 그 순의 쯔모패는 패산으로 돌아간다.  원주인의 바닥 기록은 남아 그 사람의 후리텐 판정도 유지된다. 남이 버린 패로 나는 것이라 **내가 후리텐이면** 그 패는 후보에도 오르지 않는다.
spy	스파이	prism	(매 국 1회) 자기 순에 손패의 패 1종을 비밀리에 지정한다. 이후 상대가 그 종류를 오름패로 화료하면 그 점수가 전부 나에게 온다.	화료 자체는 성립하고 지불자들이 내는 액수도 그대로다 — 돈의 도착지만 바뀐다. 무엇을 찍었는지는 나만 알고 상대에게는 지정 사실만 공개된다.  지정은 국이 바뀔 때마다 다시 찍어 갱신할 수 있고, 새로 찍기 전까지는 계속 유효하다. 내 화료에는 발동하지 않는다.
