epoch	rss_kb	cpu_pct	healthz
1787881863	 47456   0.0	{"ok":true,"uptimeSec":219,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787881878	 47456   0.0	{"ok":true,"uptimeSec":234,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787881893	 47456   0.0	{"ok":true,"uptimeSec":250,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787881908	 47456   0.0	{"ok":true,"uptimeSec":265,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787881923	 47456   0.0	{"ok":true,"uptimeSec":280,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787881939	 47456   0.0	{"ok":true,"uptimeSec":295,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787881954	 47456   0.0	{"ok":true,"uptimeSec":310,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787881969	 47456   0.0	{"ok":true,"uptimeSec":325,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787881984	 47456   0.0	{"ok":true,"uptimeSec":340,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":15,"waiting":1}
1787881999	 47456   0.0	{"ok":true,"uptimeSec":355,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882014	 47456   0.0	{"ok":true,"uptimeSec":370,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882029	 47456   0.0	{"ok":true,"uptimeSec":385,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882044	 47456   0.0	{"ok":true,"uptimeSec":400,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882059	 47456   0.0	{"ok":true,"uptimeSec":415,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882074	 47456   0.0	{"ok":true,"uptimeSec":430,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882089	 47456   0.0	{"ok":true,"uptimeSec":445,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882104	 47456   0.0	{"ok":true,"uptimeSec":460,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882119	 47456   0.0	{"ok":true,"uptimeSec":475,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882134	 47456   0.0	{"ok":true,"uptimeSec":491,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882149	 47456   0.0	{"ok":true,"uptimeSec":506,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":15,"waiting":1}
1787882164	 47456   0.0	{"ok":true,"uptimeSec":521,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882180	 47456   0.0	{"ok":true,"uptimeSec":536,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882195	 47456   0.0	{"ok":true,"uptimeSec":551,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882210	 47456   0.0	{"ok":true,"uptimeSec":566,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882225	 47456   0.0	{"ok":true,"uptimeSec":581,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882240	 47456   0.0	{"ok":true,"uptimeSec":596,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882255	 47456   0.0	{"ok":true,"uptimeSec":611,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882270	 47456   0.0	{"ok":true,"uptimeSec":626,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":15,"waiting":1}
1787882285	 47456   0.0	{"ok":true,"uptimeSec":641,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882300	 47456   0.0	{"ok":true,"uptimeSec":656,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882315	 47456   0.0	{"ok":true,"uptimeSec":671,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882330	 47456   0.0	{"ok":true,"uptimeSec":686,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882345	 47456   0.0	{"ok":true,"uptimeSec":701,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882360	 47456   0.0	{"ok":true,"uptimeSec":716,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":15,"waiting":1}
1787882375	 47456   0.0	{"ok":true,"uptimeSec":731,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882390	 47456   0.0	{"ok":true,"uptimeSec":746,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882405	 47456   0.0	{"ok":true,"uptimeSec":762,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882420	 47456   0.0	{"ok":true,"uptimeSec":777,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882435	 47456   0.0	{"ok":true,"uptimeSec":792,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882450	 47456   0.0	{"ok":true,"uptimeSec":807,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":14,"waiting":2}
1787882466	 47456   0.0	{"ok":true,"uptimeSec":822,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882481	 47456   0.0	{"ok":true,"uptimeSec":837,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882496	 47456   0.0	{"ok":true,"uptimeSec":852,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882511	 47456   0.0	{"ok":true,"uptimeSec":867,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":14,"waiting":2}
1787882526	 47456   0.0	{"ok":true,"uptimeSec":882,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882541	 47456   0.0	{"ok":true,"uptimeSec":897,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882556	 47456   0.0	{"ok":true,"uptimeSec":912,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":15,"waiting":1}
1787882571	 47456   0.0	{"ok":true,"uptimeSec":927,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882586	 47456   0.0	{"ok":true,"uptimeSec":942,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882601	 47456   0.0	{"ok":true,"uptimeSec":957,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882616	 47456   0.0	{"ok":true,"uptimeSec":972,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882631	 47456   0.0	{"ok":true,"uptimeSec":987,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882646	 47456   0.0	{"ok":true,"uptimeSec":1002,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882661	 47456   0.0	{"ok":true,"uptimeSec":1018,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882676	 47456   0.0	{"ok":true,"uptimeSec":1033,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882692	 47456   0.0	{"ok":true,"uptimeSec":1048,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882707	 47456   0.0	{"ok":true,"uptimeSec":1063,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":14,"waiting":2}
1787882722	 47456   0.0	{"ok":true,"uptimeSec":1078,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882737	 47456   0.0	{"ok":true,"uptimeSec":1093,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882752	 47456   0.0	{"ok":true,"uptimeSec":1108,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882767	 47456   0.0	{"ok":true,"uptimeSec":1123,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882782	 47456   0.0	{"ok":true,"uptimeSec":1138,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882797	 47456   0.0	{"ok":true,"uptimeSec":1153,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882812	 47456   0.0	{"ok":true,"uptimeSec":1168,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882827	 47456   0.0	{"ok":true,"uptimeSec":1183,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882842	 47456   0.0	{"ok":true,"uptimeSec":1198,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882857	 47456   0.0	{"ok":true,"uptimeSec":1213,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882872	 47456   0.0	{"ok":true,"uptimeSec":1229,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882887	 47456   0.0	{"ok":true,"uptimeSec":1244,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882903	 47456   0.0	{"ok":true,"uptimeSec":1259,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882918	 47456   0.0	{"ok":true,"uptimeSec":1274,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882933	 47456   0.0	{"ok":true,"uptimeSec":1289,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882948	 47456   0.0	{"ok":true,"uptimeSec":1304,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":15,"waiting":1}
1787882963	 47456   0.0	{"ok":true,"uptimeSec":1319,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882978	 47456   0.0	{"ok":true,"uptimeSec":1334,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787882993	 47456   0.0	{"ok":true,"uptimeSec":1349,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787883008	 47456   0.0	{"ok":true,"uptimeSec":1364,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787883023	 47456   0.0	{"ok":true,"uptimeSec":1379,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":15,"waiting":1}
1787883038	 47456   0.0	{"ok":true,"uptimeSec":1394,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787883053	 47456   0.0	{"ok":true,"uptimeSec":1409,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787883068	 47456   0.0	{"ok":true,"uptimeSec":1425,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":15,"waiting":1}
1787883083	 47456   0.0	{"ok":true,"uptimeSec":1440,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787883099	 47456   0.0	{"ok":true,"uptimeSec":1455,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787883114	 47456   0.0	{"ok":true,"uptimeSec":1470,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787883129	 47456   0.0	{"ok":true,"uptimeSec":1485,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787883144	 47456   0.0	{"ok":true,"uptimeSec":1500,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787883159	 47456   0.0	{"ok":true,"uptimeSec":1515,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787883174	 47456   0.0	{"ok":true,"uptimeSec":1530,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787883189	 47456   0.0	{"ok":true,"uptimeSec":1545,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787883204	 47456   0.0	{"ok":true,"uptimeSec":1560,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787883219	 47456   0.0	{"ok":true,"uptimeSec":1575,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787883234	 47456   0.0	{"ok":true,"uptimeSec":1591,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787883250	 47456   0.0	{"ok":true,"uptimeSec":1606,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787883265	 47456   0.0	{"ok":true,"uptimeSec":1621,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787883280	 47456   0.0	{"ok":true,"uptimeSec":1636,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787883295	 47456   0.0	{"ok":true,"uptimeSec":1651,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787883310	 47456   0.0	{"ok":true,"uptimeSec":1666,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787883325	 47456   0.0	{"ok":true,"uptimeSec":1681,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787883340	 47456   0.0	{"ok":true,"uptimeSec":1696,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787883355	 47456   0.0	{"ok":true,"uptimeSec":1711,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787883370	 47456   0.0	{"ok":true,"uptimeSec":1726,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787883385	 47456   0.0	{"ok":true,"uptimeSec":1741,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787883400	 47456   0.0	{"ok":true,"uptimeSec":1757,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":15,"waiting":1}
1787883415	 47456   0.0	{"ok":true,"uptimeSec":1772,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787883431	 47456   0.0	{"ok":true,"uptimeSec":1787,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787883446	 47456   0.0	{"ok":true,"uptimeSec":1802,"wsClients":64,"faults":{"uncaught":0,"rejection":0},"connections":64,"anonymous":0,"anonymousMax":120,"rooms":16,"playing":16,"waiting":0}
1787883461	 47456   0.0	{"ok":true,"uptimeSec":1817,"wsClients":0,"faults":{"uncaught":0,"rejection":0},"connections":0,"anonymous":0,"anonymousMax":120,"rooms":15,"playing":15,"waiting":0}
SAMPLER DONE
